"Code du département";"Libellé du département";"Code de la circonscription";"registered";"voted";"whites";"void";"N°Liste 1";"Nuance Liste 1";"Libellé Abrégé Liste 1";"Libellé Etendu Liste 1";"Nom Tête de Liste 1";"Voix 1";"N°Liste 2";"Nuance Liste 2";"Libellé Abrégé Liste 2";"Libellé Etendu Liste 2";"Nom Tête de Liste 2";"Voix 2";"N°Liste 3";"Nuance Liste 3";"Libellé Abrégé Liste 3";"Libellé Etendu Liste 3";"Nom Tête de Liste 3";"Voix 3";"N°Liste 4";"Nuance Liste 4";"Libellé Abrégé Liste 4";"Libellé Etendu Liste 4";"Nom Tête de Liste 4";"Voix 4"
44;"LOIRE ATLANTIQUE";1;73635;42443;1153;391;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";19575;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";17367;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";3957;;;;;;
44;"LOIRE ATLANTIQUE";2;82882;46546;1109;582;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";24376;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";16767;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";3712;;;;;;
44;"LOIRE ATLANTIQUE";3;89503;49099;1726;597;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";25739;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";14549;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";6488;;;;;;
44;"LOIRE ATLANTIQUE";4;86548;49848;1325;817;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";25954;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";15724;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";6028;;;;;;
44;"LOIRE ATLANTIQUE";5;112654;67772;1685;1076;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";29636;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";26485;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";8890;;;;;;
44;"LOIRE ATLANTIQUE";6;108714;63066;1703;1591;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";22803;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";24450;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";12519;;;;;;
44;"LOIRE ATLANTIQUE";7;105151;59982;1531;1036;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";21109;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";25372;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";10934;;;;;;
44;"LOIRE ATLANTIQUE";8;83291;44584;1149;859;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";22574;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";12103;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";7899;;;;;;
44;"LOIRE ATLANTIQUE";9;113337;66842;1638;1282;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";23632;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";27112;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";13178;;;;;;
44;"LOIRE ATLANTIQUE";10;111657;67526;1591;1194;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";25960;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";29061;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";9720;;;;;;
45;"LOIRET";1;74522;45180;759;562;7;"LUG";"A FOND MA REGION";"A FOND MA REGION AVEC FRANCOIS BONNEAU";"BONNEAU François";16998;5;"LUD";"CENTRE RENAISSANCE";"Centre - Val de Loire, la Renaissance !";"VIGIER Philippe";17520;1;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE  PAR MARINE LE PEN";"LOISEAU Philippe";9341;;;;;;
45;"LOIRET";2;83824;48939;911;778;7;"LUG";"A FOND MA REGION";"A FOND MA REGION AVEC FRANCOIS BONNEAU";"BONNEAU François";17914;5;"LUD";"CENTRE RENAISSANCE";"Centre - Val de Loire, la Renaissance !";"VIGIER Philippe";16245;1;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE  PAR MARINE LE PEN";"LOISEAU Philippe";13091;;;;;;
45;"LOIRET";3;70460;43239;912;1008;7;"LUG";"A FOND MA REGION";"A FOND MA REGION AVEC FRANCOIS BONNEAU";"BONNEAU François";12808;5;"LUD";"CENTRE RENAISSANCE";"Centre - Val de Loire, la Renaissance !";"VIGIER Philippe";13812;1;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE  PAR MARINE LE PEN";"LOISEAU Philippe";14699;;;;;;
45;"LOIRET";4;75010;42999;857;839;7;"LUG";"A FOND MA REGION";"A FOND MA REGION AVEC FRANCOIS BONNEAU";"BONNEAU François";12461;5;"LUD";"CENTRE RENAISSANCE";"Centre - Val de Loire, la Renaissance !";"VIGIER Philippe";12297;1;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE  PAR MARINE LE PEN";"LOISEAU Philippe";16545;;;;;;
45;"LOIRET";5;73734;42804;848;886;7;"LUG";"A FOND MA REGION";"A FOND MA REGION AVEC FRANCOIS BONNEAU";"BONNEAU François";12478;5;"LUD";"CENTRE RENAISSANCE";"Centre - Val de Loire, la Renaissance !";"VIGIER Philippe";13518;1;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE  PAR MARINE LE PEN";"LOISEAU Philippe";15074;;;;;;
45;"LOIRET";6;70242;42478;762;721;7;"LUG";"A FOND MA REGION";"A FOND MA REGION AVEC FRANCOIS BONNEAU";"BONNEAU François";15911;5;"LUD";"CENTRE RENAISSANCE";"Centre - Val de Loire, la Renaissance !";"VIGIER Philippe";14020;1;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE  PAR MARINE LE PEN";"LOISEAU Philippe";11064;;;;;;
46;"LOT";1;70513;45128;1206;1224;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";21798;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";10573;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";10327;;;;;;
46;"LOT";2;65263;42821;1196;1400;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";21898;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";9746;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";8581;;;;;;
47;"LOT ET GARONNE";1;87374;52318;1396;1289;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";19288;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";15432;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";14913;;;;;;
47;"LOT ET GARONNE";2;77104;47317;1195;1393;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";17084;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";13537;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";14108;;;;;;
47;"LOT ET GARONNE";3;75964;46275;1172;1190;2;"LUG";"PLUS FORTS PLUS SOLIDAIRE";"PLUS FORTS PLUS SOLIDAIRES ENSEMBLE";"ROUSSET Alain";17140;3;"LUD";"GENERATION NOUVELLE REGIO";"GENERATION NOUVELLE REGION";"CALMELS Virginie";13023;8;"LFN";"LISTE FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"COLOMBIER Jacques";13750;;;;;;
48;"LOZERE";1;59868;38688;913;984;3;"LUG";"NOTRE SUD EN COMMUN";"Notre Sud en commun - Liste conduite par Carole DELGA";"DELGA Carole";15334;2;"LUD";"JE M'ENGAGE POUR MA REG";"JE M'ENGAGE POUR MA REGION";"REYNIÉ Dominique";11833;9;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"ALIOT Louis";9624;;;;;;
49;"MAINE ET LOIRE";1;82707;46406;1074;1102;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";17849;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";19158;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";7223;;;;;;
49;"MAINE ET LOIRE";2;89059;50578;1258;1256;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";20675;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";19300;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";8089;;;;;;
49;"MAINE ET LOIRE";3;69139;39420;1032;1347;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";11498;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";14443;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";11100;;;;;;
49;"MAINE ET LOIRE";4;73790;42002;918;1364;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";12092;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";17459;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";10169;;;;;;
49;"MAINE ET LOIRE";5;76556;41345;794;912;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";13228;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";19620;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";6791;;;;;;
49;"MAINE ET LOIRE";6;94007;53985;1425;1641;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";17777;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";23448;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";9694;;;;;;
49;"MAINE ET LOIRE";7;76412;43746;1073;1196;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";15491;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";17839;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";8147;;;;;;
50;"MANCHE";1;86727;51212;982;1250;5;"LUG";"FORCES DE GAUCHE";"AU SERVICE DE TOUS LES NORMANDS";"MAYER-ROSSIGNOL Nicolas";16550;8;"LUD";"UNION DE LA DROITE";"LA NORMANDIE CONQUERANTE AVEC HERVÉ MORIN";"MORIN Hervé";19997;6;"LFN";"BLEU MARINE";"NORMANDIE BLEU MARINE";"BAY Nicolas";12433;;;;;;
50;"MANCHE";2;95279;56613;1179;1604;5;"LUG";"FORCES DE GAUCHE";"AU SERVICE DE TOUS LES NORMANDS";"MAYER-ROSSIGNOL Nicolas";16983;8;"LUD";"UNION DE LA DROITE";"LA NORMANDIE CONQUERANTE AVEC HERVÉ MORIN";"MORIN Hervé";24201;6;"LFN";"BLEU MARINE";"NORMANDIE BLEU MARINE";"BAY Nicolas";12646;;;;;;
50;"MANCHE";3;106938;63452;1152;1484;5;"LUG";"FORCES DE GAUCHE";"AU SERVICE DE TOUS LES NORMANDS";"MAYER-ROSSIGNOL Nicolas";21311;8;"LUD";"UNION DE LA DROITE";"LA NORMANDIE CONQUERANTE AVEC HERVÉ MORIN";"MORIN Hervé";23898;6;"LFN";"BLEU MARINE";"NORMANDIE BLEU MARINE";"BAY Nicolas";15607;;;;;;
50;"MANCHE";4;88709;50205;911;751;5;"LUG";"FORCES DE GAUCHE";"AU SERVICE DE TOUS LES NORMANDS";"MAYER-ROSSIGNOL Nicolas";22234;8;"LUD";"UNION DE LA DROITE";"LA NORMANDIE CONQUERANTE AVEC HERVÉ MORIN";"MORIN Hervé";15663;6;"LFN";"BLEU MARINE";"NORMANDIE BLEU MARINE";"BAY Nicolas";10646;;;;;;
51;"MARNE";1;69903;39323;708;692;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";6618;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";19310;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";11995;;;;;;
51;"MARNE";2;72549;42113;737;748;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";6925;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";20862;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";12841;;;;;;
51;"MARNE";3;80375;46125;982;1001;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";7076;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";20085;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";16981;;;;;;
51;"MARNE";4;78424;45916;946;973;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";7282;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";20384;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";16331;;;;;;
51;"MARNE";5;77689;47752;983;1264;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";6289;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";18538;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";20678;;;;;;
52;"HAUTE MARNE";1;73460;44545;1044;1589;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";8761;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";17585;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";15566;;;;;;
52;"HAUTE MARNE";2;63124;36680;807;1080;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";5389;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";12539;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";16865;;;;;;
53;"MAYENNE";1;72916;40916;1124;1273;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";14304;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";16223;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";7992;;;;;;
53;"MAYENNE";2;77249;42785;1157;1619;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";12555;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";19041;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";8413;;;;;;
53;"MAYENNE";3;72267;39649;1046;1658;7;"LUG";"GAUCHE ET ECOLOGISTES";"TOUS UNIS POUR LES PAYS DE LA LOIRE, LA GAUCHE ET LES ECOLOGISTES AVEC CHRISTOPHE CLERGEAU";"CLERGEAU Christophe";10832;6;"LUD";"UNION DROITE - CENTRE";"LISTE D'UNION DE LA DROITE ET DU CENTRE";"RETAILLEAU Bruno";18115;1;"LFN";"LISTE FRONT NATIONAL";"Liste FRONT NATIONAL présentée par Marine LE PEN";"GANNAT Pascal";7998;;;;;;
54;"MEURTHE ET MOSELLE";1;79060;47845;946;755;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";8830;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";25786;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";11528;;;;;;
54;"MEURTHE ET MOSELLE";2;68521;42487;765;609;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";7824;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";24235;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";9054;;;;;;
54;"MEURTHE ET MOSELLE";3;83320;42379;986;792;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";10799;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";15695;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";14107;;;;;;
54;"MEURTHE ET MOSELLE";4;97198;60177;1237;1193;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";11158;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";23704;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";22885;;;;;;
54;"MEURTHE ET MOSELLE";5;77913;49318;1014;1067;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";8627;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";19579;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";19031;;;;;;
54;"MEURTHE ET MOSELLE";6;87446;50232;1218;918;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";10579;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";19231;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";18286;;;;;;
55;"MEUSE";1;77882;48586;1079;1240;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";9042;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";18155;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";19070;;;;;;
55;"MEUSE";2;60790;36304;734;700;4;"LDVG";"LISTE DIVERS GAUCHE";"+ FORTE, + PROCHE, NOTRE REGION AVEC JEAN-PIERRE MASSERET";"MASSERET Jean-Pierre";6759;9;"LUD";"LLR";"Unissons nos énergies avec Philippe RICHERT";"RICHERT Philippe";14326;5;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PHILIPPOT Florian";13785;;;;;;
56;"MORBIHAN";1;102881;59766;1564;865;2;"LUG";"AVEC J.Y. LE DRIAN";"POUR LA BRETAGNE AVEC JEAN-YVES LE DRIAN";"LE DRIAN Jean-Yves";27139;8;"LUD";"LES REPUBLICAINS";"LE CHOIX DE LA BRETAGNE";"LE FUR Marc";20054;7;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PENNELLE Gilles";10144;;;;;;
56;"MORBIHAN";2;101779;58058;1596;1192;2;"LUG";"AVEC J.Y. LE DRIAN";"POUR LA BRETAGNE AVEC JEAN-YVES LE DRIAN";"LE DRIAN Jean-Yves";26737;8;"LUD";"LES REPUBLICAINS";"LE CHOIX DE LA BRETAGNE";"LE FUR Marc";16462;7;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PENNELLE Gilles";12071;;;;;;
56;"MORBIHAN";3;89153;52614;1365;1064;2;"LUG";"AVEC J.Y. LE DRIAN";"POUR LA BRETAGNE AVEC JEAN-YVES LE DRIAN";"LE DRIAN Jean-Yves";23416;8;"LUD";"LES REPUBLICAINS";"LE CHOIX DE LA BRETAGNE";"LE FUR Marc";14869;7;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PENNELLE Gilles";11900;;;;;;
56;"MORBIHAN";4;103873;59299;1667;1174;2;"LUG";"AVEC J.Y. LE DRIAN";"POUR LA BRETAGNE AVEC JEAN-YVES LE DRIAN";"LE DRIAN Jean-Yves";26880;8;"LUD";"LES REPUBLICAINS";"LE CHOIX DE LA BRETAGNE";"LE FUR Marc";15925;7;"LFN";"FRONT NATIONAL";"LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN";"PENNELLE Gilles";13653;;;;;;
